--- Network 2 ---
Nodes in the network:
Node: 1
Node: 2
Node: 3
Node: 5
Node: 6
Node: 8
Node: 9
Node: 11
Node: 12
Node: 13
Node: 14
Node: 15
Node: 16
Node: 18
Node: 19
Node: 20
Node: 23
Node: 24
Node: 25
Node: 27
Node: 28
Node: 29
Node: 30
Node: 31
Node: 32
Node: 33
Node: 34
Node: 35
Node: 36
Node: 37
Node: 40
Node: 42
Node: 43
Node: 44
Node: 45
Node: 46
Node: 48
Node: 49
Node: 50
Node: 51
Node: 52
Node: 53
Node: 54
Node: 55
Node: 58
Node: 59
Node: 60
Node: 61
Node: 62
Node: 63
Node: 66
Node: 67
Node: 68
Node: 69
Node: 71
Node: 74
Node: 75
Node: 77
Node: 78
Node: 79
Node: 80
Node: 83
Node: 85
Node: 86
Node: 88
Node: 89
Node: 92
Node: 93
Node: 95
Node: 97
Node: 98
Node: 99
Node: 7
Node: 10
Node: 22
Node: 26
Node: 39
Node: 41
Node: 56
Node: 64
Node: 70
Node: 72
Node: 73
Node: 82
Node: 87
Node: 90
Node: 57
Node: 38
Node: 76
Node: 81
Node: 91
Node: 94
Node: 4
Node: 17
Node: 65
Node: 96
Node: 21
Node: 84
Node: 47
Edges in the network:
Edge: 1 -> 2
Edge: 1 -> 3
Edge: 1 -> 5
Edge: 1 -> 6
Edge: 1 -> 8
Edge: 1 -> 9
Edge: 1 -> 11
Edge: 1 -> 12
Edge: 1 -> 13
Edge: 1 -> 14
Edge: 1 -> 15
Edge: 1 -> 16
Edge: 1 -> 18
Edge: 1 -> 19
Edge: 1 -> 20
Edge: 1 -> 23
Edge: 1 -> 24
Edge: 1 -> 25
Edge: 1 -> 27
Edge: 1 -> 28
Edge: 1 -> 29
Edge: 1 -> 30
Edge: 1 -> 31
Edge: 1 -> 32
Edge: 1 -> 33
Edge: 1 -> 34
Edge: 1 -> 35
Edge: 1 -> 36
Edge: 1 -> 37
Edge: 1 -> 40
Edge: 1 -> 42
Edge: 1 -> 43
Edge: 1 -> 44
Edge: 1 -> 45
Edge: 1 -> 46
Edge: 1 -> 48
Edge: 1 -> 49
Edge: 1 -> 50
Edge: 1 -> 51
Edge: 1 -> 52
Edge: 1 -> 53
Edge: 1 -> 54
Edge: 1 -> 55
Edge: 1 -> 58
Edge: 1 -> 59
Edge: 1 -> 60
Edge: 1 -> 61
Edge: 1 -> 62
Edge: 1 -> 63
Edge: 1 -> 66
Edge: 1 -> 67
Edge: 1 -> 68
Edge: 1 -> 69
Edge: 1 -> 71
Edge: 1 -> 74
Edge: 1 -> 75
Edge: 1 -> 77
Edge: 1 -> 78
Edge: 1 -> 79
Edge: 1 -> 80
Edge: 1 -> 83
Edge: 1 -> 85
Edge: 1 -> 86
Edge: 1 -> 88
Edge: 1 -> 89
Edge: 1 -> 92
Edge: 1 -> 93
Edge: 1 -> 95
Edge: 1 -> 97
Edge: 1 -> 98
Edge: 1 -> 99
Edge: 1 -> 22
Edge: 1 -> 38
Edge: 1 -> 57
Edge: 1 -> 72
Edge: 1 -> 73
Edge: 1 -> 76
Edge: 1 -> 81
Edge: 1 -> 82
Edge: 1 -> 87
Edge: 1 -> 91
Edge: 1 -> 94
Edge: 1 -> 4
Edge: 1 -> 7
Edge: 1 -> 10
Edge: 1 -> 17
Edge: 1 -> 26
Edge: 1 -> 39
Edge: 1 -> 56
Edge: 1 -> 65
Edge: 1 -> 96
Edge: 1 -> 21
Edge: 1 -> 70
Edge: 1 -> 84
Edge: 1 -> 41
Edge: 1 -> 47
Edge: 1 -> 64
Edge: 1 -> 90
Edge: 2 -> 1
Edge: 2 -> 3
Edge: 2 -> 8
Edge: 2 -> 18
Edge: 2 -> 23
Edge: 2 -> 26
Edge: 2 -> 27
Edge: 2 -> 30
Edge: 2 -> 31
Edge: 2 -> 36
Edge: 2 -> 37
Edge: 2 -> 40
Edge: 2 -> 42
Edge: 2 -> 46
Edge: 2 -> 48
Edge: 2 -> 50
Edge: 2 -> 51
Edge: 2 -> 53
Edge: 2 -> 54
Edge: 2 -> 58
Edge: 2 -> 62
Edge: 2 -> 69
Edge: 2 -> 75
Edge: 2 -> 79
Edge: 2 -> 81
Edge: 2 -> 84
Edge: 2 -> 85
Edge: 2 -> 86
Edge: 2 -> 88
Edge: 2 -> 90
Edge: 2 -> 91
Edge: 2 -> 99
Edge: 2 -> 4
Edge: 2 -> 6
Edge: 2 -> 7
Edge: 2 -> 10
Edge: 2 -> 13
Edge: 2 -> 15
Edge: 2 -> 20
Edge: 2 -> 21
Edge: 2 -> 22
Edge: 2 -> 24
Edge: 2 -> 25
Edge: 2 -> 28
Edge: 2 -> 29
Edge: 2 -> 32
Edge: 2 -> 34
Edge: 2 -> 38
Edge: 2 -> 39
Edge: 2 -> 41
Edge: 2 -> 43
Edge: 2 -> 44
Edge: 2 -> 47
Edge: 2 -> 49
Edge: 2 -> 55
Edge: 2 -> 57
Edge: 2 -> 59
Edge: 2 -> 60
Edge: 2 -> 63
Edge: 2 -> 64
Edge: 2 -> 67
Edge: 2 -> 70
Edge: 2 -> 73
Edge: 2 -> 74
Edge: 2 -> 82
Edge: 2 -> 83
Edge: 2 -> 89
Edge: 2 -> 92
Edge: 2 -> 94
Edge: 2 -> 98
Edge: 2 -> 9
Edge: 2 -> 11
Edge: 2 -> 12
Edge: 2 -> 14
Edge: 2 -> 16
Edge: 2 -> 17
Edge: 2 -> 19
Edge: 2 -> 45
Edge: 2 -> 56
Edge: 2 -> 65
Edge: 2 -> 66
Edge: 2 -> 71
Edge: 2 -> 72
Edge: 2 -> 76
Edge: 2 -> 77
Edge: 2 -> 78
Edge: 2 -> 93
Edge: 2 -> 95
Edge: 2 -> 96
Edge: 2 -> 97
Edge: 2 -> 5
Edge: 2 -> 33
Edge: 2 -> 35
Edge: 2 -> 80
Edge: 2 -> 87
Edge: 2 -> 52
Edge: 2 -> 61
Edge: 2 -> 68
Edge: 3 -> 1
Edge: 3 -> 5
Edge: 3 -> 6
Edge: 3 -> 7
Edge: 3 -> 9
Edge: 3 -> 10
Edge: 3 -> 13
Edge: 3 -> 16
Edge: 3 -> 20
Edge: 3 -> 22
Edge: 3 -> 26
Edge: 3 -> 28
Edge: 3 -> 29
Edge: 3 -> 30
Edge: 3 -> 34
Edge: 3 -> 35
Edge: 3 -> 36
Edge: 3 -> 39
Edge: 3 -> 40
Edge: 3 -> 41
Edge: 3 -> 46
Edge: 3 -> 50
Edge: 3 -> 51
Edge: 3 -> 52
Edge: 3 -> 53
Edge: 3 -> 54
Edge: 3 -> 56
Edge: 3 -> 59
Edge: 3 -> 61
Edge: 3 -> 64
Edge: 3 -> 67
Edge: 3 -> 68
Edge: 3 -> 69
Edge: 3 -> 70
Edge: 3 -> 72
Edge: 3 -> 73
Edge: 3 -> 74
Edge: 3 -> 75
Edge: 3 -> 80
Edge: 3 -> 82
Edge: 3 -> 83
Edge: 3 -> 87
Edge: 3 -> 89
Edge: 3 -> 90
Edge: 3 -> 95
Edge: 3 -> 97
Edge: 3 -> 99
Edge: 3 -> 2
Edge: 3 -> 14
Edge: 3 -> 19
Edge: 3 -> 32
Edge: 3 -> 44
Edge: 3 -> 48
Edge: 3 -> 58
Edge: 3 -> 60
Edge: 3 -> 66
Edge: 3 -> 77
Edge: 3 -> 84
Edge: 3 -> 85
Edge: 3 -> 88
Edge: 3 -> 98
Edge: 3 -> 18
Edge: 3 -> 25
Edge: 3 -> 27
Edge: 3 -> 65
Edge: 3 -> 71
Edge: 3 -> 76
Edge: 3 -> 91
Edge: 3 -> 94
Edge: 3 -> 4
Edge: 3 -> 8
Edge: 3 -> 12
Edge: 3 -> 15
Edge: 3 -> 17
Edge: 3 -> 21
Edge: 3 -> 37
Edge: 3 -> 38
Edge: 3 -> 43
Edge: 3 -> 45
Edge: 3 -> 47
Edge: 3 -> 49
Edge: 3 -> 55
Edge: 3 -> 57
Edge: 3 -> 63
Edge: 3 -> 78
Edge: 3 -> 81
Edge: 3 -> 86
Edge: 3 -> 96
Edge: 3 -> 11
Edge: 3 -> 23
Edge: 3 -> 33
Edge: 3 -> 42
Edge: 3 -> 93
Edge: 3 -> 62
Edge: 3 -> 79
Edge: 3 -> 92
Edge: 3 -> 31
Edge: 3 -> 24
Edge: 5 -> 1
